,english_translation,label
14801,god ,1
14802,,1
14803,and ,1
14804,,1
14805,laughing ,1
14806,,1
14807,laughing ,1
14808,,1
14809,and ,0
14810,play ,0
14811,,0
14812,,1
14813,laughing at more since ,1
14814,,1
14815,,1
14816,and in order to in order to ,1
14817,,1
14818,smoke less god and and ,1
14819,since since ,1
14820,my god me ,1
14821,,1
14822,,1
14823,,0
14824,,1
14825,girl and ,1
14826,,1
14827,proverb and beside and cold god ,0
14828,god ,0
14829,laughing ,1
14830,,1
14831,and and me since ,1
14832,me proverb meat human and work ,0
14833,throw ,1
14834,,0
14835,,1
14836,,1
14837,god ,1
14838,laughing this ,1
14839,,1
14840,what laughing ,1
14841,similarly ,0
14842,,0
14843,,1
14844,and ,1
14845,and me people you thanks ,0
14846,god ,1
14847,since and harm since harm ,1
14848,since whole enter market ,1
14849,similarly of ,1
14850,god and ,1
14851,this since and and this ,0
14852,a lot and ,0
14853,,1
14854,pass ,1
14855,this and ,1
14856,,1
14857,and ,1
14858,,1
14859,,1
14860,,1
14861,my god ,1
14862,,1
14863,my brother ,1
14864,,1
14865,resident outside and foot foot ,1
14866,since and of now ,0
14867,and god and and and why ,1
14868,was here and go ,1
14869,would want ,1
14870,why of our ,0
14871,,1
14872,laughing ,1
14873,and ,1
14874,since ,1
14875,about with ,1
14876,,1
14877,dog ,1
14878,,1
14879,god ,1
14880,me ,1
14881,at ,1
14882,me since ,1
14883,bite since sunday meknes fez ,0
14884,,1
14885,laughing ,1
14886,was was trust ,1
14887,else god ,0
14888,since head me of laughing work ,1
14889,,1
14890,,1
14891,,1
14892,god ,0
14893,,0
14894,and whole ,1
14895,,0
14896,more since ,1
14897,human and ,1
14898,month this swim ,1
14899,laughing ,1
14900,and us ,1
14901,this ,1
14902,you know since live ,0
14903,casablanca me ,1
14904,onion ,1
14905,,1
14906,laughing god ,1
14907,,1
14908,,1
14909,and ,1
14910,,1
14911,,1
14912,owner ,1
14913,since god after ,0
14914,,1
14915,after and after and art ,0
14916,,1
14917,,1
14918,,1
14919,,1
14920,laughing ,1
14921,and dad since sleep and ,0
14922,,1
14923,,1
14924,to ,0
14925,,1
14926,,1
14927,my brother tuesday in order to enter of ,0
14928,god ,1
14929,at to god ,0
14930,,1
14931,at ,0
14932,,1
14933,since ,1
14934,,0
14935,,1
14936,,1
14937,prince ,1
14938,,1
14939,,1
14940,since ,0
14941,,1
14942,since laughing ,1
14943,why you in order to in order to ,1
14944,,1
14945,,1
14946,and these here ,1
14947,me ,1
14948,,1
14949,and me ,0
14950,and ,1
14951,,1
14952,,0
14953,,1
14954,,1
14955,,1
14956,,1
14957,,1
14958,,0
14959,was me ,1
14960,girl of and proverb shit in order to ,0
14961,,1
14962,what this ,1
14963,,1
14964,and me ,0
14965,laughing ,1
14966,and water since ,1
14967,,0
14968,,1
14969,,1
14970,,1
14971,and ,1
14972,laughing cheese red laughing ,1
14973,,1
14974,,1
14975,laughing ,1
14976,people ,1
14977,,1
14978,,1
14979,of ,1
14980,laughing god ,1
14981,thanks my brother ,1
14982,,1
14983,,1
14984,,1
14985,,1
14986,,1
14987,this ,1
14988,limit ,1
14989,us ,1
14990,and here and ,0
14991,god exist would and ,0
14992,grow since ,1
14993,this know and still water ,0
14994,laughing ,1
14995,,0
14996,water ,1
14997,,1
14998,lunch ,0
14999,me at ,1
15000,,0
15001,me ,1
15002,,1
15003,me permit me since lie ,1
15004,god ,1
15005,,1
15006,,1
15007,exist ,1
15008,,0
15009,,1
15010,was in order to sleep ,1
15011,,1
15012,what this ,0
15013,,1
15014,,1
15015,,1
15016,,1
15017,,1
15018,,1
15019,laughing appear me ,1
15020,,1
15021,this to in order to was debt ,1
15022,,1
15023,men of ,1
15024,and ,1
15025,,1
15026,in order to persuade laughing ,1
15027,,1
15028,,1
15029,since quickly and else and this hand and female and and ,0
15030,laughing ,1
15031,,1
15032,at thousand ,1
15033,since since and since ,1
15034,human in order to ,1
15035,mean ,0
15036,,1
15037,since laughing ,1
15038,,1
15039,and ,1
15040,water ,1
15041,,1
15042,,1
15043,laughing quickly ,1
15044,,1
15045,laughing me moment and to comb laughing ,0
15046,in order to type ,1
15047,,1
15048,,1
15049,,1
15050,you why ,0
15051,owner ,1
15052,me at that ,1
15053,,1
15054,free laughing ,1
15055,laughing ,1
15056,,1
15057,,1
15058,,0
15059,,1
15060,and ,1
15061,in order to and since in order to since ,0
15062,laughing ,1
15063,,1
15064,god ,1
15065,,1
15066,,1
15067,laughing ,1
15068,of this trap ,1
15069,,1
15070,a lot since now ,0
15071,,1
15072,human ,0
15073,,1
15074,me laughing ,1
15075,,1
15076,people stone and ,1
15077,,1
15078,laughing ,1
15079,,1
15080,,1
15081,laughing this ,1
15082,thousand ,1
15083,,1
15084,command ,1
15085,,1
15086,these ,1
15087,god ,1
15088,laughing ,1
15089,and why ,1
15090,a lot ,1
15091,,1
15092,,1
15093,,1
15094,,1
15095,you ,1
15096,,1
15097,lunch ,1
15098,,1
15099,,1
15100,beside bone computing ,1
15101,and ,1
15102,,1
15103,god ,1
15104,me that ,1
15105,cat me what laughing ,1
15106,,1
15107,,1
15108,,1
15109,,1
15110,,1
15111,,1
15112,fear ,1
15113,,1
15114,you ,1
15115,,1
15116,,1
15117,girl ,1
15118,,1
15119,,1
15120,laughing ,1
15121,god ,1
15122,toxic me toxic ,1
15123,me a lot and ,1
15124,foot ,1
15125,why human ,1
15126,,1
15127,to ,1
15128,,1
15129,and and water ,0
15130,at ,1
15131,of ,1
15132,laughing ,1
15133,,1
15134,,0
15135,lose laughing ,1
15136,count you ,0
15137,,1
15138,,1
15139,me since thanks ,0
15140,,1
15141,since accept ,1
15142,,1
15143,,1
15144,human here and and us ,0
15145,,1
15146,my brother me breath accept ,1
15147,,1
15148,,1
15149,,1
15150,god ,1
15151,still and ,1
15152,,1
15153,in order to ,0
15154,,1
15155,,1
15156,god ,1
15157,come kill month and people since ,0
15158,regret ,1
15159,day ,0
15160,why ,1
15161,,1
15162,here and and upstairs ,0
15163,,1
15164,a lot ,1
15165,of was and ,1
15166,and ,1
15167,laughing ,1
15168,,1
15169,,1
15170,taroudant of ,0
15171,,1
15172,thanks ,1
15173,since here this ,1
15174,,1
15175,,1
15176,sense bite bite you and and fine ,0
15177,,1
15178,people appear ,0
15179,,1
15180,thanks my brother this ,1
15181,,1
15182,,1
15183,and of water god ,0
15184,,1
15185,god and ,1
15186,god and ,1
15187,this ,1
15188,me limit his and ,1
15189,why since limit and ,1
15190,since here ,1
15191,water ,0
15192,wild ,0
15193,and and ,1
15194,,1
15195,,1
15196,this ,1
15197,laughing god you work laughing ,1
15198,adjacent knife was since and ,0
15199,was god and and ,0
15200,,1
15201,and god ,1
15202,since and at breath what at hell ,0
15203,market ,1
15204,this water add ,1
15205,casablanca ,1
15206,,0
15207,,1
15208,now laughing lunch ,1
15209,owner and ,0
15210,me ,1
15211,,1
15212,of casablanca ,1
15213,,1
15214,,1
15215,salé ,1
15216,laughing ,1
15217,my brother ,1
15218,me and ,0
15219,and ,0
15220,god men ,1
15221,,1
15222,,1
15223,of ,1
15224,,1
15225,,1
15226,,1
15227,since ,0
15228,me casablanca ,1
15229,,1
15230,since ,1
15231,,1
15232,at ,1
15233,laughing thanks my brother ,1
15234,god and and mean beside ,1
15235,god after ,0
15236,,1
15237,,1
15238,me red and and water by and and me ,0
15239,me since here at ,1
15240,laughing god ,1
15241,,1
15242,laughing us ,1
15243,that ,1
15244,laughing ,1
15245,,1
15246,since human ,1
15247,and ,0
15248,,1
15249,,0
15250,,1
15251,that why ,0
15252,since ,1
15253,,1
15254,beside ,1
15255,me ,1
15256,,1
15257,quickly ,1
15258,,1
15259,,1
15260,,1
15261,,1
15262,,1
15263,,1
15264,,1
15265,,1
15266,,1
15267,and god water people this ,0
15268,,0
15269,you ,1
15270,this ,0
15271,,1
15272,ring ,1
15273,,1
15274,,1
15275,,1
15276,laughing since accept ,1
15277,water ,1
15278,water ,1
15279,was ,1
15280,water mom laughing ,1
15281,god at ,1
15282,foot after ,0
15283,laughing permit ,1
15284,exist ,1
15285,,1
15286,,1
15287,,1
15288,,1
15289,harm limit and and this ,0
15290,,1
15291,,1
15292,since this ,1
15293,since ,1
15294,,1
15295,,1
15296,and since and ,0
15297,,1
15298,know ,1
15299,beside since since ,0
15300,,1
15301,me ,1
15302,laughing ,1
15303,,1
15304,and ,1
15305,,1
15306,,1
15307,why laughing ,1
15308,god since ,1
15309,,1
15310,,1
15311,lie ,1
15312,laughing at of else ,0
15313,in order to ,1
15314,,1
15315,,1
15316,better ,1
15317,,1
15318,go out ,1
15319,,1
15320,laughing laughing ,1
15321,,1
15322,me ,1
15323,man and in order to this ,1
15324,,1
15325,harm appear was ,0
15326,and casablanca ,1
15327,,1
15328,,1
15329,and hear you ,1
15330,and laughing ,1
15331,,1
15332,act play role me a lot ,1
15333,,1
15334,this ,1
15335,after at ,1
15336,here after and and since ,0
15337,,1
15338,,1
15339,since month ,1
15340,,1
15341,of ,0
15342,in order to ,1
15343,god build ,1
15344,and was and laughing ,0
15345,,1
15346,,0
15347,god ,1
15348,,1
15349,,1
15350,,1
15351,what this ,1
15352,,1
15353,,1
15354,,1
15355,,1
15356,you ,1
15357,less two less and less ,1
15358,laughing ,1
15359,,1
15360,and because of ,0
15361,,1
15362,,1
15363,million ,1
15364,this ,1
15365,and ,0
15366,,0
15367,this what computing ,1
15368,,1
15369,good ,1
15370,of ,1
15371,,1
15372,,1
15373,,1
15374,,1
15375,and ,1
15376,,1
15377,two since ,1
15378,,1
15379,,1
15380,,1
15381,,1
15382,,1
15383,odd why ,1
15384,,1
15385,,1
15386,,1
15387,,1
15388,laughing ,1
15389,,1
15390,,1
15391,,1
15392,what since stay water ,1
15393,in order to since of ,1
15394,,1
15395,,1
15396,,1
15397,of ,1
15398,,1
15399,,1
15400,fund ,1
15401,,1
15402,god ,1
15403,in order to ,1
15404,,1
15405,copy because of ,1
15406,,1
15407,,0
15408,me exceed my god ,1
15409,,1
15410,god ,1
15411,and ,0
15412,me since window ,1
15413,and ,1
15414,laughing ,1
15415,,1
15416,of lunch ,1
15417,was ,1
15418,since day ,0
15419,,1
15420,since ,1
15421,,1
15422,,1
15423,,1
15424,,1
15425,,1
15426,was ,1
15427,,1
15428,,1
15429,and ,1
15430,,1
15431,,1
15432,me ,1
15433,human and and ,1
15434,laughing ,1
15435,,1
15436,,0
15437,,0
15438,laughing me sleep ,1
15439,,1
15440,and ,1
15441,,1
15442,and ,1
15443,that ,1
15444,,1
15445,,1
15446,a lot since ,0
15447,,1
15448,here ,1
15449,,1
15450,,1
15451,,1
15452,with with ,1
15453,human ,0
15454,,1
15455,,1
15456,age ,1
15457,and day ,1
15458,since go ,1
15459,,1
15460,,1
15461,female ,0
15462,me ,1
15463,,1
15464,,1
15465,was ,1
15466,me and since ,0
15467,,1
15468,would offer ,1
15469,,1
15470,laughing ,1
15471,similarly this ,0
15472,,1
15473,better since ,1
15474,god ,1
15475,,1
15476,and my brother laughing ,1
15477,laughing us ,1
15478,,1
15479,laughing ,1
15480,,1
15481,,1
15482,,1
15483,laughing similarly ,1
15484,laughing ,1
15485,,1
15486,,1
15487,horse hear and me ,0
15488,laughing ,1
15489,laughing ,1
15490,,1
15491,laughing ,1
15492,water ,1
15493,you ,1
15494,me want what ,1
15495,,1
15496,,1
15497,,1
15498,,1
15499,of ,1
15500,and ,1
15501,,1
15502,since ,1
15503,,1
15504,,1
15505,,1
15506,,1
15507,water of ,1
15508,and and water ,0
15509,,1
15510,his was after since ,1
15511,what this here ,1
15512,this of since below now since ,0
15513,,1
15514,,1
15515,water since ,1
15516,,1
15517,,1
15518,,1
15519,water and water ,0
15520,,1
15521,,1
15522,,1
15523,enter meat why enter ,0
15524,,0
15525,,1
15526,water and ,1
15527,know girl me girl ,1
15528,,1
15529,,1
15530,accept factory ,1
15531,,1
15532,now ,1
15533,water here ,1
15534,,1
15535,,1
15536,,1
15537,me why human and ,0
15538,and ,1
15539,,1
15540,thanks a lot this ,1
15541,,1
15542,,1
15543,one to ,1
15544,you ,1
15545,laughing me girl dog god me ,0
15546,since me and god at ,0
15547,,1
15548,,1
15549,,1
15550,,1
15551,,1
15552,water ,0
15553,,1
15554,was ,1
15555,foot drink wing god ,1
15556,permit ,1
15557,now ,1
15558,in order to of similarly income ,0
15559,,1
15560,,1
15561,,1
15562,after since ,1
15563,thanks ,1
15564,laughing ,1
15565,and god ,1
15566,me museum whole since ,1
15567,since harm ,0
15568,here ,1
15569,,1
15570,work and ,1
15571,better laughing ,1
15572,thanks ,1
15573,,0
15574,me to ,1
15575,,1
15576,water ,1
15577,god ,1
15578,,1
15579,,1
15580,laughing god ,1
15581,,1
15582,,1
15583,,1
15584,go ,1
15585,my god ,1
15586,beside ,1
15587,beside ,0
15588,god ,1
15589,my god ,1
15590,,1
15591,,1
15592,,1
15593,,1
15594,,1
15595,,1
15596,since ,1
15597,god ,1
15598,water ,1
15599,bite since after day ,0
15600,,1
15601,,1
15602,,1
15603,,1
15604,now ,1
15605,may ,1
15606,these ,1
15607,proverb since meat was ,0
15608,god ,1
15609,and similarly this ,0
15610,and laughing ,1
15611,laughing and would ,0
15612,laughing ,1
15613,and ,1
15614,,1
15615,children similarly ,1
15616,prince ,1
15617,,1
15618,,1
15619,,1
15620,,1
15621,and and ,0
15622,since ,1
15623,below ,1
15624,at at ,1
15625,water at to comb ,1
15626,brain of ,1
15627,,1
15628,,1
15629,,1
15630,why head ,0
15631,,1
15632,curiosity ,1
15633,,1
15634,,1
15635,,1
15636,,1
15637,,1
15638,similarly ,1
15639,this laughing ,1
15640,,1
15641,me at why his ,1
15642,,1
15643,and since after ,0
15644,thorn laughing lunch what ,1
15645,water since beside water was ,0
15646,support ,1
15647,,1
15648,thanks ,1
15649,since and at ,0
15650,,1
15651,laughing this ,1
15652,,1
15653,and ,0
15654,,1
15655,since ,1
15656,and ,1
15657,,1
15658,my god my god this ,1
15659,since female count in order to ,0
15660,by ,1
15661,that ,1
15662,me limit ,1
15663,,1
15664,,0
15665,at market by in order to ,1
15666,me ,1
15667,,1
15668,,1
15669,and ,1
15670,else water exist and ,1
15671,,1
15672,fund ,1
15673,and and ,0
15674,,1
15675,famous in order to and ,1
15676,,1
15677,,1
15678,,1
15679,,1
15680,,1
15681,was god accept thousand swim less god ,1
15682,at course ,1
15683,me you ,1
15684,lunch ,1
15685,,1
15686,this in order to ,0
15687,laughing and and ,1
15688,us us ,1
15689,,1
15690,,1
15691,you and beside and ,0
15692,,1
15693,,1
15694,bite month march bite live ,1
15695,,1
15696,laughing ,1
15697,,1
15698,,1
15699,,1
15700,lunch ,1
15701,march ,1
15702,,1
15703,this accept water ,1
15704,me ,1
15705,,0
15706,me appear since ,1
15707,thanks ,1
15708,,1
15709,fez meknes ,0
15710,,1
15711,,1
15712,drink count ,0
15713,water water ,1
15714,,1
15715,what appear ,1
15716,us laughing ,1
15717,and laughing ,1
15718,martyr ,1
15719,,0
15720,,1
15721,fund ,1
15722,,0
15723,,1
15724,now ,1
15725,,1
15726,pass laughing ,1
15727,,1
15728,god ,1
15729,a lot of ,1
15730,,1
15731,,1
15732,laughing and ,1
15733,that ,1
15734,god bite ,1
15735,cold ,1
15736,since ,1
15737,,1
15738,,1
15739,,1
15740,,1
15741,since and since and in order to ,0
15742,people after since ,1
15743,,1
15744,to and ,0
15745,,1
15746,,1
15747,,1
15748,a lot march and and human ,1
15749,,0
15750,water ,1
15751,,1
15752,you and ,0
15753,of ,1
15754,water since and ,0
15755,,1
15756,,1
15757,,0
15758,limit until and in order to and water ,1
15759,god ,1
15760,,1
15761,,1
15762,,1
15763,,1
15764,laughing in order to ,1
15765,shape since ,1
15766,harm was since ,1
15767,market ,1
15768,,1
15769,,1
15770,more since that ,1
15771,,1
15772,since ,1
15773,us ,1
15774,,1
15775,,1
15776,,1
15777,,1
15778,laughing ,1
15779,since thousand month shit ,1
15780,,1
15781,,1
15782,,1
15783,,1
15784,laughing accept ,1
15785,,1
15786,and ,1
15787,,1
15788,god god to beside ,1
15789,,1
15790,casablanca ,1
15791,,1
15792,my brother us ,1
15793,since ,1
15794,to people people at size and since that ,0
15795,,1
15796,god ,1
15797,,1
15798,,1
15799,,1
15800,since ,1
15801,us ,1
15802,,1
15803,,1
15804,,1
15805,,1
15806,attend water of ,0
15807,and and me since this ,0
15808,,0
15809,what this ,1
15810,laughing god ,1
15811,stay ,1
15812,,1
15813,and similarly ,0
15814,god ,1
15815,god ,1
15816,at ,1
15817,,1
15818,,0
15819,,1
15820,,1
15821,tend beside asleep ,1
15822,,1
15823,laughing ,1
15824,laughing ,1
15825,water and and since ,0
15826,a lot ,1
15827,,0
15828,,1
15829,,1
15830,,1
15831,book since and below ,1
15832,in order to and and ,1
15833,laughing ,1
15834,outside beside ,0
15835,since ,1
15836,in order to ,0
15837,,0
15838,,1
15839,god this ,0
15840,laughing me ,1
15841,,0
15842,,1
15843,water ,1
15844,exist ,1
15845,,1
15846,this that two in order to ,0
15847,,1
15848,lunch what ,1
15849,,1
15850,me since me and after and ,0
15851,,1
15852,,1
15853,,1
15854,,1
15855,,1
15856,that of ,1
15857,,1
15858,at ,1
15859,limit impose and and since since ,0
15860,since sleep ,1
15861,,1
15862,,1
15863,by ,1
15864,,1
15865,and ,1
15866,,1
15867,of since go out ,1
15868,,1
15869,,1
15870,,1
15871,,1
15872,at here ,0
15873,,1
15874,since ,1
15875,us and ,1
15876,,1
15877,,1
15878,,1
15879,to ,1
15880,you water and since and ,0
15881,,1
15882,,1
15883,me since god and and ,0
15884,here ,1
15885,,1
15886,,1
15887,and ,1
15888,spread ,1
15889,me ,1
15890,,1
15891,laughing ,1
15892,,1
15893,,1
15894,,1
15895,,1
15896,,1
15897,a lot people ,1
15898,me since ,1
15899,,1
15900,at ,1
15901,at of ,1
15902,god ,0
15903,,1
15904,was since this ,1
15905,,0
15906,god ,1
15907,,1
15908,,1
15909,,1
15910,,1
15911,,1
15912,us since ,1
15913,god ,1
15914,,1
15915,you nearly age tea since age ,0
15916,,1
15917,laughing since and me more since ,0
15918,,1
15919,me ,1
15920,,1
15921,,1
15922,,1
15923,me ,1
15924,human ,1
15925,since ,1
15926,,1
15927,what this and ,0
15928,project qanun ,0
15929,this you water here you with and here ,0
15930,,1
15931,us since ,0
15932,and ,1
15933,,1
15934,,1
15935,nearly woman in order to ,1
15936,laughing ,1
15937,god this ,1
15938,in order to ,1
15939,dates ,1
15940,me ,1
15941,,1
15942,,1
15943,,1
15944,laughing ,1
15945,god ,0
15946,,1
15947,,1
15948,,1
15949,me ,1
15950,,1
15951,,1
15952,,1
15953,,1
15954,accept ,1
15955,,1
15956,,1
15957,,1
15958,,0
15959,,1
15960,since and ,1
15961,,0
15962,now ,1
15963,was was course of ,0
15964,,1
15965,me both ,1
15966,,1
15967,,1
15968,me ,1
15969,now and ,1
15970,since ,1
15971,this go with this ,1
15972,me ,1
15973,,1
15974,method this ,1
15975,at of this ,1
15976,,1
15977,,1
15978,,1
15979,thanks my brother ,1
15980,,1
15981,you odd ,0
15982,kill ,1
15983,,1
15984,,1
15985,laughing ,1
15986,,1
15987,,1
15988,and ,1
15989,,1
15990,,1
15991,to shave ,1
15992,,1
15993,weapon outside ,1
15994,and ,1
15995,and ,1
15996,since since ,0
15997,,1
15998,return ,1
15999,,1
16000,since ,1
16001,,1
16002,,1
16003,,1
16004,,1
16005,tend ,1
16006,,1
16007,,1
16008,,1
16009,,1
16010,,1
16011,,1
16012,,1
16013,,0
16014,since ,1
16015,,1
16016,water ,1
16017,present ,1
16018,,1
16019,,1
16020,me ,1
16021,,0
16022,art since ,1
16023,,1
16024,laughing ,1
16025,may ,1
16026,,1
16027,,1
16028,,1
16029,,1
16030,,1
16031,,1
16032,god ,1
16033,since go out since go out since ,1
16034,,1
16035,god ,0
16036,god ,1
16037,black head ,1
16038,shape ,1
16039,god ,1
16040,,1
16041,,1
16042,thanks ,1
16043,bite ,0
16044,you ,1
16045,,1
16046,,1
16047,,1
16048,why swim ,1
16049,in order to black dry since ,1
16050,god ,1
16051,these ,1
16052,laughing ,1
16053,,1
16054,of ,1
16055,count ,1
16056,,1
16057,now ,1
16058,,1
16059,,1
16060,laughing ,1
16061,since march ,0
16062,more since ,1
16063,why since in order to ,1
16064,why and you why and ,1
16065,,1
16066,,1
16067,laughing ,1
16068,,1
16069,below ,1
16070,,1
16071,,1
16072,,1
16073,owner ,1
16074,,1
16075,,1
16076,compact and and ,0
16077,and in order to ,0
16078,,0
16079,,1
16080,,1
16081,,1
16082,,1
16083,,1
16084,ring ,0
16085,laughing desirable ,1
16086,now ,1
16087,first ,1
16088,,1
16089,,1
16090,since god ,1
16091,,1
16092,laughing laughing me ,1
16093,,1
16094,,1
16095,country ,1
16096,,1
16097,,1
16098,and fraud ,1
16099,and ,1
16100,since girl girl me me this dog and ,0
16101,,1
16102,,1
16103,thanks my brother ,1
16104,this water and water and ,1
16105,us ,1
16106,us ,1
16107,,1
16108,laughing ,1
16109,,1
16110,hand ,0
16111,of laughing ,1
16112,now ,1
16113,sea ,1
16114,,0
16115,and and and ,0
16116,owner ,1
16117,laughing and beside water ,0
16118,,1
16119,,1
16120,plan ,0
16121,thanks my brother ,1
16122,and ,1
16123,,1
16124,yellow laughing ,0
16125,water ,0
16126,,1
16127,,1
16128,see at ,1
16129,since ,0
16130,,1
16131,,1
16132,,1
16133,laughing ,1
16134,,1
16135,god ,1
16136,,1
16137,god since that at you since ,0
16138,,1
16139,,0
16140,god ,1
16141,water and water ,1
16142,,1
16143,brother ,1
16144,thanks ,1
16145,beside ,0
16146,,1
16147,god laughing ,1
16148,god ,1
16149,,1
16150,water ,1
16151,,1
16152,,1
16153,,1
16154,,1
16155,since ,1
16156,,1
16157,thanks ,1
16158,laughing ,1
16159,since ,1
16160,,1
16161,,1
16162,now ,1
16163,me this else ,1
16164,limit and ,1
16165,god ,1
16166,human ,0
16167,limit and and go complain in order to proverb ,1
16168,,1
16169,since ,1
16170,,0
16171,,1
16172,was this ,1
16173,,1
16174,of at ,1
16175,that ,1
16176,,1
16177,,1
16178,,1
16179,,1
16180,in order to ,1
16181,,1
16182,since copy ,1
16183,,1
16184,what that ,0
16185,,1
16186,thanks ,1
16187,laughing here ,1
16188,this you ,1
16189,,1
16190,,1
16191,,1
16192,in order to ,1
16193,me god ,0
16194,,1
16195,of ,1
16196,water harm glass ,0
16197,,1
16198,laughing ,1
16199,here ,1
16200,,1
16201,,1
16202,these and water ,0
16203,since ,1
16204,wife owner a lot ,1
16205,count fez meknes salé ,0
16206,and ,1
16207,,1
16208,responsible ,0
16209,,1
16210,was less limit was ,0
16211,,1
16212,,1
16213,laughing ,1
